dte,short_delta,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct
30,0.25,10000,9767.37219890852,-232.62780109147934,-2.3262780109147934,-2.6963827569178145,-15.7672223737282,-27.21516239361138,-2.3262780109147934,1.159097384004193,0.3009697084764558,41,3,38,7.317073170731707,4.913976964509321,-3.704466631183582,11.604769661099656,-6.911755091887594,0.10472372636968096,1.024390243902439,0,10,0.0,-0.08754539531501404,-0.3742178118537609,-0.22229555239507093
30,0.35,10000,8818.664585865523,-1181.335414134477,-11.813354141344771,-13.583468967762869,-3.5505961583132732,-4.424299371830396,-11.813354141344771,1.1498401559149904,4.662585228114267,44,4,40,9.090909090909092,132.64435597898833,-39.93782095125984,225.39286614072915,-82.35600925503608,0.33212717374056955,1.0227272727272727,1,10,10.0,1.0590692870073415,-2.362247483392499,-1.1205133365012598
40,0.25,10000,10000.0,0.0,0.0,0.0,-5796713162761242.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,10,0.0,0.0,0.0,0.0
40,0.35,10000,10000.0,0.0,0.0,0.0,-5796713162761242.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,10,0.0,0.0,0.0,0.0
