,near_dte,far_dte,target_delta,profit_target,stop_loss,iv_percentile,dte_exit,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,avg_days_in_trade,iv_percentile_max
0,20,45,0.5,0.6,-0.1,,1,10000,69765.9455785983,59765.9455785983,597.659455785983,854.366122611386,5.861861950123862,13.20638420567276,-8.346172439750955,102.40075516806816,39.80778799598409,146,109,37,74.65753424657534,544.2103368027167,-102.78383464636651,2379.210091870373,-181.03054194363008,15.59792199777123,9,10,90.0,42.52941040124099,-1.19517404537951,22.413033745446526,13.91095890410959,60.0
