dte,stop_loss,dte_min,iv_percentile,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,avg_days_in_trade
20,-0.7,1,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,2,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,2,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,2,100,10000,9970.159451829015,-29.84054817098513,-0.29840548170985126,-0.3464519348490902,-1.7489492995381295,-0.21485166976787246,-1.0218962444075987,0.3390284842958114,1.3377902357982605,1,0,1,0.0,0.0,-27.2405481709838,0.0,-27.2405481709838,0.0,0,10,0.0,0.0,-0.2984054817098514,-0.029840548170985137,4.0
20,-0.7,2,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,3,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,3,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,3,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,3,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,4,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,4,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,4,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,4,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,5,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,5,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,5,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,5,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,6,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,6,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,6,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,6,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,7,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,7,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,7,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,7,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,8,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,8,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,8,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,8,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,9,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
20,-0.7,9,70,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,80,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,90,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,9,100,10000,9895.21037555924,-104.78962444076024,-1.0478962444076023,-1.215880355444987,-2.9184928385321864,-0.28822099362957015,-1.0478962444076023,1.160306053136348,1.1042876760681268,1,0,1,0.0,0.0,-102.1896244407587,0.0,-102.1896244407587,0.0,0,10,0.0,0.0,-1.0478962444075979,-0.10478962444075979,3.0
20,-0.7,9,110,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,10,10,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,10,20,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,10,30,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,10,40,10000,10000.0,0.0,0.0,0.0,-9.274741060417987e+16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,
20,-0.7,10,50,10000,9926.153972935193,-73.84602706480655,-0.7384602706480655,-0.8570549990951415,-1.083578331043355,-0.5058696435160644,-2.03836940719311,0.40577130430557296,2.585286910034795,6,2,4,33.33333333333333,101.3957780985827,-65.25939581549181,192.8472205897652,-89.86050580822034,0.7768672758269126,0,10,0.0,0.0,-0.5780257895763308,-0.05780257895763308,3.1666666666666665
20,-0.7,10,60,10000,9880.287992842657,-119.71200715734267,-1.1971200715734267,-1.3888573074900323,-2.6843867127811576,-0.2642062981946759,-1.1971200715734267,1.160165417379225,1.2654642490478853,1,0,1,0.0,0.0,-117.1120071573419,0.0,-117.1120071573419,0.0,0,10,0.0,0.0,-1.197120071573432,-0.1197120071573432,3.0
