Date,Time,Total Value,Cash,Total P&L $,Total P&L %,GSL_shares,GSL_price,GSL_value,GSL_pnl_pct,spy_price,iwm_price,SPY_daily Return %,IWM_daily Return %
2025-11-17,21:19:59,2029.69,1959.49,29.690000000000055,1.4845000000000026,2,35.1,70.2,17.745722911774582,665.2987,232.34,-0.9869033976753377,-2.1643927909718657
