scenario,trades,is_trades,oos_trades,cagr_pct,full_sharpe,full_return_pct,full_max_dd_pct,is_sharpe,is_return_pct,is_max_dd_pct,oos_sharpe,oos_return_pct,oos_max_dd_pct
gate (vix_max=35),389,252,137,6.771401981244485,0.5548996508393182,74.66579765005558,-12.814171068559713,0.4042273333916847,34.37977645054785,-12.814171068559713,0.8890152770379633,31.62560392558043,-11.696494765841377
no_gate (vix_max=999),389,252,137,6.771401981244485,0.5548996508393182,74.66579765005558,-12.814171068559713,0.4042273333916847,34.37977645054785,-12.814171068559713,0.8890152770379633,31.62560392558043,-11.696494765841377
