dte_min,risk_pct,cagr_pct,sharpe,max_dd_pct,calmar,trades,win_rate_pct,avg_days
22,15,8.61157098686165,0.9954558375783156,-16.170989672723067,0.5326029719135248,726,74.24242424242425,7.381542699724518
22,20,11.751550939963051,1.076962142517715,-21.303391097378782,0.5517019966589151,763,73.52555701179554,7.424639580602883
15,15,13.73957522866096,1.53416685160726,-10.816508125265257,1.2703522575562354,581,81.58347676419966,12.815834767641997
15,20,18.737980922100927,1.6022844064147999,-14.36179640996863,1.3048264407728396,801,81.02372034956305,12.975031210986268
10,15,15.204224009194412,1.4801180298810046,-20.071637619209017,0.7575585032554225,570,88.7719298245614,15.210526315789474
10,20,21.123947562911827,1.5490587591907938,-26.277713887554572,0.8039379680074467,791,88.74841972187106,15.414664981036662
5,15,16.440418788103983,1.368934237330734,-25.640437430074943,0.6412389656741748,593,93.42327150084317,15.988195615514334
5,20,22.501307678748894,1.4080420730225853,-33.50977590544016,0.671536314265778,798,92.73182957393483,16.276942355889723
