risk_pct,max_concurrent,mean_concurrent,cagr_pct,full_sharpe,full_return_pct,full_max_dd_pct,is_sharpe,oos_sharpe,trades
15,2,0.8676951846657317,(6.771401981244485+0j),0.5548996508393182,74.66579765005558,-12.814171068559713,0.4042273333916847,0.8890152770379633,389
30,3,1.0416082281439925,(9.808464074102963+0j),0.47104037010960564,121.7640702484117,-32.57530121755007,0.23417985399180624,0.9713329391786529,462
50,3,1.1996259934548854,(14.737410406527607+0j),0.5148272694819017,222.26120348688914,-50.2911861061783,0.2823594329843698,1.0000231053421715,532
75,5,1.4137447405329593,(16.619636977873675+0j),0.5294395573144257,270.13412031757076,-65.36839467982352,0.28723564588733747,1.035615908028224,612
100,4,1.4254324450677887,(8.909746796610962+0j),0.48129786218157455,106.78134228229628,-85.27428649742738,0.19832300925325327,1.0547031585947368,617
150,4,0.38616175783076206,(-25.401739643991828+28.854907406007573j),-0.10315828677358482,-114.94113910168953,-111.52412607252955,-0.11434175864943766,,161
200,4,0.38195418419822347,(-18.629431730733394+31.474463369235956j),-0.26422746455274576,-131.30504011797925,-122.2886152122892,-0.31218522270102766,,159
300,2,0.04020570359981299,(-40.72477741307906+0j),-0.3269321334458392,-98.83399181857104,-99.53128219395725,-0.37858358096462286,,18
