label,dte_target,short_delta,long_delta,profit_target,stop_loss,dte_min,trades,cagr_pct,total_return_pct,sharpe,sortino,calmar,max_dd_pct,win_rate_pct,profit_factor,calm_sharpe_ratio,calm_max_drawdown_pct,calm_total_return_pct,calm_days,calm_trades,calm_win_rate_pct,stress_sharpe_ratio,stress_max_drawdown_pct,stress_total_return_pct,stress_days,stress_trades,stress_win_rate_pct,strike_width
delta_winner,24,0.35,0.19,0.9,0.3,5,2104,8.194993055847878,95.14330701328011,0.91610410841221,0.9820330724151055,0.6166031609164767,-13.290725781209725,73.24144486692015,1.7334930636050654,0.9030177464747537,-12.872942468353935,95.14499826993176,1812,1800,77.55555555555556,0.8643255727931581,-13.290725781209725,55.320107873800715,327,304,47.69736842105263,
width_winner,24,0.31,,0.9,0.3,5,2113,6.165373037254995,66.16717848843837,0.6946849000527455,0.6905116406360993,0.5295691898205583,-11.64244739905536,74.96450544249882,1.6195537770735484,0.6717056964567304,-11.363612160102694,66.16861861646638,1812,1801,79.45585785674625,0.7633060319109817,-11.64244739905536,37.34213626925162,327,312,49.03846153846153,10.0
low_delta_20_10,24,0.2,0.1,0.9,0.3,5,1983,4.343707159804855,43.46415152514848,0.40969573815566923,0.3612547840102527,0.2698391430840254,-16.097789407241724,80.38325769036813,1.524051865757543,0.41565225945004286,-14.597467635197875,43.465394891904204,1812,1729,83.92134181607865,0.5572453742200156,-16.097789407241724,20.02371258415953,327,254,56.2992125984252,
low_delta_20_w5,24,0.2,,0.9,0.3,5,2086,1.824577602328814,16.587975899942318,-0.050600010303982625,-0.04634951093905424,0.2897853202613386,-6.296666677030097,78.6673058485139,1.4199866998640576,0.05476977330789569,-6.104830391041125,16.5889863378239,1812,1785,82.296918767507,0.36325231432388155,-6.296666677030097,7.612862380763128,327,301,57.14285714285714,5.0
low_delta_20_w10,24,0.2,,0.9,0.3,5,2078,3.379780127939136,32.59610989328961,0.29057277560414746,0.2547207432523747,0.3422298267224259,-9.876069878216876,80.60635226179018,1.466949818852421,0.33038684892148723,-9.496703829174434,32.597259069534864,1812,1777,84.18683173888576,0.5064388152899164,-9.876069878216876,15.153501193454574,327,301,59.46843853820598,10.0
