capital,trades,pnl_dollars,cagr_pct,total_return_pct,sharpe,max_dd_pct,max_dd_dollars,avg_concurrent,peak_defined_risk
150000,2125,111691.56463261967,6.7763311716071195,74.46104308841312,0.8429748606049793,-10.689035359661272,-22821.740331644018,9.950444132772324,13203.312903666663
50000,2125,111691.56463257092,14.828807048479998,223.38312926514186,0.9946438380762387,-20.765080928973166,-22821.74033164952,9.950444132772324,13203.312903666663
25000,2125,111691.56463256312,22.158007421185033,446.7662585302525,0.9853846770767248,-34.61590828828584,-22821.74033164952,9.950444132772324,13203.312903666663
