date,account_value,unrealized_pnl,total_value,open_positions,trades_entered_today,returns,cummax,drawdown
2020-05-05 12:00:00,151529.28258868653,0.0,151529.28258868653,0,0,0.0,155060.5474485675,-0.02277345796842525
2020-05-06 12:00:00,151529.28258868653,0.0,151529.28258868653,0,0,0.0,155060.5474485675,-0.02277345796842525
2020-05-07 12:00:00,151529.28258868653,0.0,151529.28258868653,0,0,0.0,155060.5474485675,-0.02277345796842525
2020-05-08 12:00:00,151527.98258868654,0.0,151527.98258868654,1,1,-8.579199860081488e-06,155060.5474485675,-0.02278184179023795
2020-05-11 12:00:00,151526.68258868656,-24.98751442206064,151501.69507426448,2,1,-0.00017348290377106057,155060.5474485675,-0.022951372433942012
2020-05-12 12:00:00,151526.68258868656,-198.44840457596078,151328.2341841106,2,0,-0.0011449435603269054,155060.5474485675,-0.024070037968200002
2020-05-13 12:00:00,151526.68258868656,-514.7388328291444,151011.9437558574,2,0,-0.0020900952816800267,155060.5474485675,-0.02610982457709285
2020-05-14 12:00:00,151333.6666740048,-166.47968351133608,151167.18699049347,1,0,0.0010280195776239953,155060.5474485675,-0.02510864641030254
2020-05-15 12:00:00,151332.36667400482,-145.88074705387157,151186.48592695096,2,1,0.00012766617439741168,155060.5474485675,-0.024984185760736664
2020-05-18 12:00:00,151417.17878718927,9.937447368986074,151427.11623455826,2,1,0.0015916125448114382,155060.5474485675,-0.023432338359403903
2020-05-19 12:00:00,151417.17878718927,-135.59843825684834,151281.58034893242,2,0,-0.000961095273057988,155060.5474485675,-0.02437091292282799
2020-05-20 12:00:00,151415.8787871893,2.6025003857515827,151418.48128757504,3,1,0.0009049412250112798,155060.5474485675,-0.02348802594161165
2020-05-21 12:00:00,151391.31388823118,-87.1294176086371,151304.18447062254,3,1,-0.0007548405979281858,155060.5474485675,-0.024225136823993958
2020-05-22 12:00:00,151390.0138882312,-145.42363120773496,151244.59025702346,4,1,-0.0003938702277639372,155060.5474485675,-0.024609465491599394
2020-05-26 12:00:00,151388.7138882312,53.69136951562075,151442.4052577468,5,1,0.0013079145534209413,155060.5474485675,-0.02333373801624682
