label,risk_pct,short_delta,strike_width,cagr_pct,sharpe,sortino,max_dd_pct,calmar,total_return_pct,win_rate_pct,profit_factor,trades,long_delta
user_w5,100.0,0.2,5.0,-18.802382357453197,-0.2479460493693966,-0.17987754051108282,-97.86461482165903,0.19200957261296817,-97.87016682312273,65.90038314176245,0.7471200811964179,522,
user_w10,100.0,0.2,10.0,-12.849516371139579,-0.2103210475201245,-0.13970775115746378,-92.15269965722231,0.1393706484066598,-92.12634374056552,66.54135338345864,0.8668740087070305,532,
user_d08,100.0,0.2,,-4.659931685862528,0.06531732562117593,0.05141233666532533,-81.80760983388356,0.05696208085439565,-58.5993472466135,67.15210355987054,0.9661462648184571,618,0.08
user_d10,100.0,0.2,,-0.5531561214378922,0.2379230308640176,0.2035385154183399,-88.04671849168129,0.006282529671905429,-9.742898577616925,68.94923258559622,1.0526076993640696,847,0.1
prior_d08,100.0,0.24,,-0.6281071649642311,0.17923689505860782,0.13898610318390747,-84.61752972396225,0.00742289649689882,-10.991763277674437,67.55407653910149,1.0309256289080408,601,0.08
prior_d10,100.0,0.24,,1.924925162721336,0.31197351142196567,0.280962343416765,-89.78205786372567,0.02143997596538781,42.24045387464857,66.74082313681868,1.0671378370542242,899,0.1
grid_w10,100.0,0.3,10.0,25.137059000909943,0.6701742012978822,0.7122014693197503,-97.23483937879888,0.2586187174107393,6205.328255955544,65.633608815427,1.1719009486023364,1452,
grid_d08,100.0,0.3,,7.693700995454167,0.38287087542091275,0.3167340378945306,-80.83946718225174,0.09517258417981403,293.4430638936966,65.53966189856956,1.1249698744755146,769,0.08
grid_d10,100.0,0.3,,22.363800458219153,0.6237993842462146,0.5826099374531374,-86.44399866700581,0.25870853735454313,4067.163697298795,66.48814078041316,1.1536814418598804,1307,0.1
