dte,short_delta,strike_width,profit_target,stop_loss,dte_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,below_min_trades,stability_score,stability_n
30,0.35,10,0.9,0.3,5,150000,213477.7845444463,63477.7845444463,42.31852302963087,6.103757994758108,0.6602911037079808,0.7521605048498129,-12.691765309481816,0.4809226964036348,6.246833304192935,1269,918,351,72.3404255319149,184.4867658547745,-299.3954601117411,265.3654235485426,-555.2906641272249,1.611593739526176,19.3672182821119,46,71,64.7887323943662,3.743459009512473,-4.457302217099968,0.5207976786270146,,0.5490166372912464,33
24,0.31,10,0.8,0.3,5,150000,205293.43527484237,55293.43527484234,36.86229018322823,5.409663099793538,0.658834624659758,0.722974393516383,-10.880903722211,0.4971703856501263,5.170140862520068,1253,976,277,77.8930566640064,145.16308515293724,-306.6199760318134,210.88790061457905,-639.0570860882567,1.6681142521710497,13.85953711093376,47,71,66.19718309859155,3.063308701010748,-3.72996132919009,0.4553683414866457,,0.5403228609555122,61
24,0.3299999999999999,15,0.9,0.3,5,150000,221040.83891839092,71040.83891839095,47.3605592789273,6.725747617430189,0.6579252598715837,0.7043430841388917,-15.219036608530237,0.4419299191159329,7.263347912869883,1230,942,288,76.58536585365854,212.7373145758949,-446.6271751853674,325.20227077903274,-859.2304897080902,1.5579622970094933,15.688617886178864,46,71,64.7887323943662,4.809853153626276,-4.8049422917285645,0.5736634103546402,,0.5767624913685462,86
27,0.31,10,0.9,0.3,5,150000,210109.0683411845,60109.068341184495,40.07271222745633,5.820793482232278,0.6575309276232317,0.7273347839960344,-11.91378798039878,0.4885762187315208,5.828111497928958,1294,986,308,76.19783616692428,155.3836838375195,-298.7186737466215,228.133417416791,-654.6852218155752,1.6652108789622833,18.343122102009275,47,71,66.19718309859155,3.4662258087102327,-3.6561419677247455,0.491533364763841,,0.5409239801120299,52
27,0.3299999999999999,10,0.8,0.3,5,150000,208710.8881884185,58710.888188418496,39.14059212561233,5.702239854499624,0.6522352696702683,0.7458885650361042,-12.523922637244292,0.4553078152640457,5.6911831460807765,1282,972,310,75.81903276131045,158.03288476775563,-301.6921965739746,233.69644366210943,-555.2906641272249,1.6424341328639671,16.357254290171607,46,71,64.7887323943662,3.439422242022716,-3.230315445333365,0.4831533955055035,,0.5536323927996959,86
27,0.35,15,0.9,0.3,5,150000,227209.3359657465,77209.33596574652,51.472890643831015,7.220068758222897,0.6518601546306313,0.7141882540868467,-16.209170135176134,0.445431116954862,8.145026142800885,1256,932,324,74.20382165605095,236.30170127357087,-439.8437865176808,347.57620659765934,-789.8671751302693,1.5453942402195142,18.378184713375795,46,71,64.7887323943662,5.047468650694986,-5.48367409338113,0.6211754277382932,,0.5935673756373844,59
24,0.31,20,0.9,0.30000000000000004,5,150000,227170.7021675286,77170.7021675286,51.4471347783524,7.217007726074742,0.6480836794816855,0.5961298285357681,-17.661638755186512,0.4086261657885737,8.195704806038542,1285,988,297,76.88715953307394,237.2345199296398,-523.7256010874944,318.60501038427765,-1772.5425456919768,1.506865794999034,19.03579766536965,45,71,63.38028169014085,5.101955555775262,-7.003388172474956,0.6211946234747713,,0.5115261572334142,11
24,0.3299999999999999,10,0.8,0.3,5,150000,205089.10463135107,55089.104631351074,36.72606975423405,5.392041772001366,0.6459708650171746,0.7224699627423821,-11.11361874183594,0.4851742620703412,5.253916962619007,1232,937,295,76.0551948051948,157.79429943071574,-310.17737177292565,232.70601092602172,-639.0570860882567,1.6158415547904357,13.941558441558442,47,71,66.19718309859155,3.2239922799199405,-3.432563768398178,0.455916784265965,,0.5500801660641786,100
21,0.3299999999999999,10,0.9,0.3,5,150000,205204.6773767476,55204.67737674757,36.803118251165046,5.402010476146302,0.6398126435920052,0.692645732659153,-11.513095251827206,0.4692057485834633,5.32530115039177,1214,905,309,74.54695222405272,166.25367999303296,-304.7706220246027,246.08377890080448,-639.0570860882567,1.5976743596846,14.807248764415156,49,71,69.01408450704226,3.1830780678821613,-3.736399215791164,0.4570757240784197,,0.5686162166968073,62
27,0.35,10,0.8,0.3,5,150000,208606.5849440292,58606.58494402919,39.0710566293528,5.693369375574964,0.6385249246057231,0.7403264925883972,-12.42601849473498,0.4581813054589688,5.811010694879745,1259,929,330,73.78872120730739,172.001739094854,-302.54283577933785,250.7978546249361,-555.2906641272249,1.6004707405292424,16.484511517077046,47,71,66.19718309859155,3.610378370734302,-3.7115968392864462,0.4844668162493461,,0.5604028800285596,70
