near_dte,far_dte,target_delta,profit_target,stop_loss,iv_percentile,dte_exit,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,avg_days_in_trade,iv_percentile_max
20,45,0.5,0.6,-0.1,,1,10000,69765.9455785983,59765.9455785983,597.659455785983,854.366122611386,5.861861950123862,13.20638420567276,-8.346172439750955,102.40075516806816,39.80778799598409,146,109,37,74.65753424657534,544.2103368027167,-102.78383464636651,2379.210091870373,-181.03054194363006,15.59792199777123,9,10,90.0,42.52941040124099,-1.19517404537951,22.413033745446526,13.91095890410959,60.0
20,45,0.55,0.6,-0.1,,1,10000,69765.9455785983,59765.9455785983,597.659455785983,854.366122611386,5.861861950123862,13.20638420567276,-8.346172439750955,102.40075516806816,39.80778799598409,146,109,37,74.65753424657534,544.2103368027167,-102.78383464636651,2379.210091870373,-181.03054194363006,15.59792199777123,9,10,90.0,42.52941040124099,-1.19517404537951,22.413033745446526,13.91095890410959,60.0
20,45,0.45,0.6,-0.1,,1,10000,69765.9455785983,59765.9455785983,597.659455785983,854.366122611386,5.861861950123862,13.20638420567276,-8.346172439750955,102.40075516806816,39.80778799598409,146,109,37,74.65753424657534,544.2103368027167,-102.78383464636651,2379.210091870373,-181.03054194363006,15.59792199777123,9,10,90.0,42.52941040124099,-1.19517404537951,22.413033745446526,13.91095890410959,60.0
20,55,0.5,0.5,-0.1,,1,10000,103988.32402442949,93988.32402442949,939.8832402442949,1417.1004931463026,5.829583218472836,13.681543208620424,-9.87323822180695,143.57586199267462,48.740686473048406,146,113,33,77.3972602739726,800.5158738831227,-138.2769482845975,3600.051379037215,-278.2714440676831,19.82369766353472,9,10,90.0,59.7582792484203,-0.8338582264283301,27.712608588154023,13.89041095890411,60.0
20,55,0.45,0.5,-0.1,,1,10000,103988.32402442949,93988.32402442949,939.8832402442949,1417.1004931463026,5.829583218472836,13.681543208620424,-9.87323822180695,143.57586199267462,48.740686473048406,146,113,33,77.3972602739726,800.5158738831227,-138.2769482845975,3600.051379037215,-278.2714440676831,19.82369766353472,9,10,90.0,59.7582792484203,-0.8338582264283301,27.712608588154023,13.89041095890411,60.0
20,55,0.55,0.5,-0.1,,1,10000,103988.32402442949,93988.32402442949,939.8832402442949,1417.1004931463026,5.829583218472836,13.681543208620424,-9.87323822180695,143.57586199267462,48.740686473048406,146,113,33,77.3972602739726,800.5158738831227,-138.2769482845975,3600.051379037215,-278.2714440676831,19.82369766353472,9,10,90.0,59.7582792484203,-0.8338582264283301,27.712608588154023,13.89041095890411,60.0
20,50,0.5,0.5,-0.1,,1,10000,86105.07931502745,76105.07931502745,761.0507931502746,1118.5402055505629,5.796620750666701,12.86166872185093,-9.275423894942488,120.63149265764196,44.88636517903238,146,110,36,75.34246575342466,676.4107719174204,-117.43348527070319,2855.0521102444477,-278.2714440676831,17.599841196959815,9,10,90.0,51.09878866915658,-0.9299467270011852,25.141136464701475,13.746575342465754,60.0
20,50,0.55,0.5,-0.1,,1,10000,86105.07931502745,76105.07931502745,761.0507931502746,1118.5402055505629,5.796620750666701,12.86166872185093,-9.275423894942488,120.63149265764196,44.88636517903238,146,110,36,75.34246575342466,676.4107719174204,-117.43348527070319,2855.0521102444477,-278.2714440676831,17.599841196959815,9,10,90.0,51.09878866915658,-0.9299467270011852,25.141136464701475,13.746575342465754,60.0
20,50,0.45,0.5,-0.1,,1,10000,86105.07931502745,76105.07931502745,761.0507931502746,1118.5402055505629,5.796620750666701,12.86166872185093,-9.275423894942488,120.63149265764196,44.88636517903238,146,110,36,75.34246575342466,676.4107719174204,-117.43348527070319,2855.0521102444477,-278.2714440676831,17.599841196959815,9,10,90.0,51.09878866915658,-0.9299467270011852,25.141136464701475,13.746575342465754,60.0
20,45,0.5,0.5,-0.1,,1,10000,64308.30685028487,54308.30685028487,543.0830685028486,768.2258911194319,5.792845327185265,13.39011856740999,-8.346172439750955,92.07671163600858,38.54295326394938,146,109,37,74.65753424657534,498.5488472395323,-102.78383464636651,1903.3680734962984,-181.03054194363006,14.289192074166737,9,10,90.0,47.08458854926605,-1.19860088157826,21.41795833465981,13.54109589041096,60.0
20,45,0.45,0.5,-0.1,,1,10000,64308.30685028487,54308.30685028487,543.0830685028486,768.2258911194319,5.792845327185265,13.39011856740999,-8.346172439750955,92.07671163600858,38.54295326394938,146,109,37,74.65753424657534,498.5488472395323,-102.78383464636651,1903.3680734962984,-181.03054194363006,14.289192074166737,9,10,90.0,47.08458854926605,-1.19860088157826,21.41795833465981,13.54109589041096,60.0
