dte,short_delta,long_delta,profit_target,stop_loss,dte_min,vix_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,below_min_trades,stability_score,stability_n
40,0.1,0.13,0.5,0.2,13,10,20000,36149.17360496029,16149.173604960291,80.74586802480145,10.440911116986884,3.3257203944386093,2.630084100970819,-1.5481544314190177,6.744101818974793,2.3959444115546393,79,77,2,97.46835443037975,213.18757311602567,-1.8347624868686023,611.6350334186945,-3.1809861628449854,4473.451808454589,10.873417721518987,42,71,59.154929577464785,2.862092951765227,-0.16883046383209255,0.8411748647139512,,2.3290538799209783,42
40,0.1,0.13,0.5,0.2,17,10,20000,36149.17360496029,16149.173604960291,80.74586802480145,10.440911116986884,3.3257203944386093,2.630084100970819,-1.5481544314190177,6.744101818974793,2.3959444115546393,79,77,2,97.46835443037975,213.18757311602567,-1.8347624868686023,611.6350334186945,-3.1809861628449854,4473.451808454589,10.873417721518987,42,71,59.154929577464785,2.862092951765227,-0.16883046383209255,0.8411748647139512,,2.450978237258789,59
40,0.1,0.13,0.5,0.1,23,10,20000,35662.01154584752,15662.01154584752,78.3100577292376,10.189789331821043,3.3040186360827906,2.641217824699742,-1.56388706703867,6.515681053054633,2.34232714009709,75,73,2,97.33333333333334,218.124398230428,-1.8347624868686023,524.2586000731668,-3.1809861628449854,4339.275842181961,10.893333333333333,42,71,59.154929577464785,2.9032573685941587,-0.0853998425875857,0.8217910520124238,,2.467304041743814,13
40,0.1,0.13,0.5,0.2,21,10,20000,35836.52628035607,15836.526280356069,79.18263140178034,10.28007433555298,3.290573551440559,2.569537788196142,-1.557464243446995,6.600520287259385,2.3770631797982618,78,76,2,97.43589743589743,211.82757638591815,-1.8347624868686023,524.2586000731668,-3.1809861628449854,4387.187965894659,10.935897435897436,42,71,59.154929577464785,2.8882208759804184,-0.08488536683846082,0.8287741683542654,,2.436055764871519,38
30,0.1,0.12000000000000001,0.8,0.1,15,15,20000,33201.07848335955,13201.078483359554,66.00539241679778,8.875781950536643,3.2343636173199855,2.8057247896336532,-1.0957829628026579,8.099945200676663,2.019305378947632,57,56,1,98.24561403508771,239.2918504744538,-9.465143209893345,500.1122299541275,-9.465143209893345,1415.7570920388018,13.228070175438596,37,71,52.112676056338024,3.060025817668821,0.0,0.720435486672886,,2.714790451768993,9
40,0.1,0.13,0.7,0.2,19,10,20000,38936.58916326321,18936.589163263212,94.68294581631605,11.825890579415677,3.1946149680487728,3.054484108468805,-1.6177836996816126,7.309933078039461,2.8887849679146966,69,68,1,98.55072463768117,281.9467309128545,-0.4885388108922193,1063.769653130941,-0.4885388108922193,39244.32875058495,14.217391304347826,45,71,63.38028169014085,3.858669128016712,-0.16329232445174702,0.9474921387037624,,2.490330877222226,15
40,0.1,0.13,0.7,0.30000000000000004,15,10,20000,38826.221365935045,18826.221365935045,94.13110682967523,11.772646628288053,3.1786848140922217,3.032353788120601,-1.6177836996816126,7.277021415535936,2.888258355055369,69,68,1,98.55072463768117,280.28543977567557,-0.4885388108922193,1063.769653130941,-0.4885388108922193,39013.09267515042,14.26086956521739,45,71,63.38028169014085,3.858669128016712,-0.16346597242152816,0.9434336577228171,,2.4987129020160124,15
40,0.1,0.13,0.4,0.2,13,15,20000,36693.69205265459,16693.692052654587,83.46846026327293,10.718287226250478,3.1341111232871244,2.626565825647134,-1.571918534414837,6.818602231343033,2.624356429107898,92,91,1,98.91304347826086,187.0239625435763,-0.4885388108922193,761.8721375052522,-0.4885388108922193,34836.905916202,8.619565217391305,41,71,57.74647887323944,2.9317722359600396,-0.08503651460494144,0.8629102318510407,,2.404039770699519,34
40,0.1,0.13,0.4,0.2,19,10,20000,36693.69205265459,16693.692052654587,83.46846026327293,10.718287226250478,3.1341111232871244,2.626565825647134,-1.571918534414837,6.818602231343033,2.624356429107898,92,91,1,98.91304347826086,187.0239625435763,-0.4885388108922193,761.8721375052522,-0.4885388108922193,34836.905916202,8.619565217391305,41,71,57.74647887323944,2.9317722359600396,-0.08503651460494144,0.8629102318510407,,2.43845048905611,40
40,0.1,0.13,0.4,0.1,13,10,20000,36693.69205265459,16693.692052654587,83.46846026327293,10.718287226250478,3.1341111232871244,2.626565825647134,-1.571918534414837,6.818602231343033,2.624356429107898,92,91,1,98.91304347826086,187.0239625435763,-0.4885388108922193,761.8721375052522,-0.4885388108922193,34836.905916202,8.619565217391305,41,71,57.74647887323944,2.9317722359600396,-0.08503651460494144,0.8629102318510407,,2.318278076788089,27
30,0.1,0.14,0.9,0.2,9,20,20000,41102.93534803301,21102.93534803301,105.51467674016506,12.84637535279478,3.0926188723149783,4.714760772979342,-1.1184410429710687,11.485965606796034,3.2819417666118853,56,56,0,100.0,379.55420264344633,0.0,1474.072452754607,0.0,inf,16.821428571428573,37,71,52.112676056338024,6.1603132435053,-0.47313142469067593,1.0304765009686514,,2.662947192685437,28
30,0.1,0.12000000000000001,0.7,0.1,5,20,20000,32695.4571736491,12695.457173649102,63.4772858682455,8.595816639119192,3.0577869895523837,2.964597341238333,-0.795147688503596,10.810339718519245,2.0518397189311863,57,57,0,100.0,226.12556444998418,0.0,483.8302954106297,0.0,inf,11.403508771929825,37,71,52.112676056338024,3.2661371659059135,0.0,0.6985508586705522,,2.5635297680600977,7
30,0.1,0.12000000000000001,0.7,0.1,9,15,20000,32695.4571736491,12695.457173649102,63.4772858682455,8.595816639119192,3.0577869895523837,2.964597341238333,-0.795147688503596,10.810339718519245,2.0518397189311863,57,57,0,100.0,226.12556444998418,0.0,483.8302954106297,0.0,inf,11.403508771929825,37,71,52.112676056338024,3.2661371659059135,0.0,0.6985508586705522,,2.959018403601414,9
30,0.1,0.12000000000000001,0.7,0.2,9,20,20000,32695.4571736491,12695.457173649102,63.4772858682455,8.595816639119192,3.0577869895523837,2.964597341238333,-0.795147688503596,10.810339718519245,2.0518397189311863,57,57,0,100.0,226.12556444998418,0.0,483.8302954106297,0.0,inf,11.403508771929825,37,71,52.112676056338024,3.2661371659059135,0.0,0.6985508586705522,,2.846641562612312,11
30,0.1,0.12000000000000001,0.7,0.2,13,15,20000,32672.793847948247,12672.793847948247,63.36396923974124,8.583183675957962,3.050789662468993,2.9574183342645592,-0.795147688503596,10.794452150280186,2.0527347003646215,57,57,0,100.0,225.72796224470605,0.0,483.8302954106297,0.0,inf,11.385964912280702,37,71,52.112676056338024,3.2686852833406554,0.0,0.6975556889850454,,2.880271733834991,7
30,0.1,0.14,0.9,0.1,7,20,20000,40693.92738060776,20693.92738060776,103.4696369030388,12.65719211070846,3.0355106851305096,4.3942446022889,-1.1184410429710687,11.316816554840852,3.2884183140026906,56,56,0,100.0,372.2737032251386,0.0,1474.072452754607,0.0,inf,16.660714285714285,37,71,52.112676056338024,6.1603132435053,-0.47313142469067593,1.015940723817016,,2.6049494694691258,13
30,0.1,0.14,0.9,0.2,13,15,20000,41200.245404163004,21200.245404163004,106.00122702081502,12.891154485382428,3.0317014438804146,4.648454944608882,-1.1193428711842712,11.516716474679034,3.3618538672939597,54,54,0,100.0,395.41380378079583,0.0,1474.072452754607,0.0,inf,16.333333333333332,36,71,50.70422535211267,6.165613065617803,-0.47349267475531587,1.0342988646608517,,2.727558988804927,32
30,0.1,0.14,0.9,0.2,11,15,20000,41200.245404163004,21200.245404163004,106.00122702081502,12.891154485382428,3.0317014438804146,4.648454944608882,-1.1193428711842712,11.516716474679034,3.3618538672939597,54,54,0,100.0,395.41380378079583,0.0,1474.072452754607,0.0,inf,16.333333333333332,36,71,50.70422535211267,6.165613065617803,-0.47349267475531587,1.0342988646608517,,2.757138631207377,29
30,0.11,0.14,0.9,0.1,13,20,20000,35649.650706823275,15649.650706823275,78.24825353411637,10.183380531776276,3.0240919189213944,3.926211056296488,-0.9780199270117113,10.412242379243809,2.5589127170094463,50,50,0,100.0,315.6450141364646,0.0,733.6421391321338,0.0,inf,15.22,32,71,45.07042253521127,4.348733780925196,-0.5067059208044622,0.8248999989961717,,2.722323308103443,24
30,0.11,0.14,0.9,0.4,17,15,20000,36098.296996855286,16098.296996855286,80.49148498427643,10.414817466010318,3.021160714609243,3.979768313810719,-0.9679246690123832,10.75994630515722,2.631541655769493,65,65,0,100.0,250.1061076439279,0.0,726.9011148017975,0.0,inf,12.923076923076923,33,71,46.478873239436616,3.9031621024576246,-0.5016481187663735,0.8422045696139234,,2.6398767918298693,15
30,0.11,0.14,0.9,0.4,17,20,20000,36098.296996855286,16098.296996855286,80.49148498427643,10.414817466010318,3.021160714609243,3.979768313810719,-0.9679246690123832,10.75994630515722,2.631541655769493,65,65,0,100.0,250.1061076439279,0.0,726.9011148017975,0.0,inf,12.923076923076923,33,71,46.478873239436616,3.9031621024576246,-0.5016481187663735,0.8422045696139234,,2.621932953874599,15
35,0.1,0.13,0.8,0.30000000000000004,5,15,20000,44917.1063352371,24917.1063352371,124.5855316761855,14.539038583216568,3.0009388429944424,3.754165741691598,-1.3091979199859414,11.105302232203893,3.885949796187397,64,63,1,98.4375,399.50146955254297,-0.5862465730706639,1595.6544796964113,-0.5862465730706639,42931.75216356699,17.578125,44,71,61.97183098591549,5.3000034610616975,-0.14958235215121185,1.1544469979358398,,2.6027386491910316,11
30,0.11,0.14,0.9,0.30000000000000004,9,20,20000,36140.122562320124,16140.122562320124,80.70061281160062,10.436271244147344,2.9856657584027397,3.8390773521355617,-0.9780199270117113,10.670816571227567,2.6696680852531496,48,48,0,100.0,338.9608867150017,0.0,865.2908534606968,0.0,inf,16.25,33,71,46.478873239436616,4.348733780925196,-0.5067059208044622,0.8439492889944767,,2.5992988181012238,23
30,0.1,0.15,0.8,0.1,15,20,20000,44169.92861006211,24169.92861006211,120.84964305031053,14.21713727309195,2.9774031883682803,5.802891918384379,-0.5843657258745659,24.329177163521152,3.8212488882754596,59,58,1,98.30508474576271,419.3285142998692,-2.9252193303271867,2750.526319958873,-2.9252193303271867,8314.26675505802,13.694915254237289,37,71,52.112676056338024,9.70648083508532,-0.17857148155370206,1.1396801294505727,,2.693413973454945,14
45,0.1,0.12000000000000001,0.8,0.30000000000000004,17,10,20000,34640.03812082421,14640.03812082421,73.20019060412105,9.653566499890754,2.966461678071337,1.9055119683576764,-2.3451700041713965,4.116361066668847,2.44510204764546,46,46,0,100.0,323.0095243657439,0.0,688.0922449565852,0.0,inf,21.847826086956523,46,71,64.7887323943662,2.5304829568530973,0.0,0.7797422084058697,,2.851376648813588,4
30,0.1,0.14,0.9,0.30000000000000004,15,20,20000,40120.5298152525,20120.5298152525,100.60264907626251,12.389289649732582,2.962418475929233,4.323428821245518,-1.1157116295789273,11.104383356126112,3.2891013687336006,61,60,1,98.36065573770492,338.32819299861546,-16.661764664441435,1474.072452754607,-16.661764664441435,1218.3398330693835,14.754098360655737,37,71,52.112676056338024,6.14427663727406,-0.47203790094678677,0.9960118886643469,,2.7421189560343797,22
30,0.1,0.14,0.9,0.4,15,20,20000,40120.5298152525,20120.5298152525,100.60264907626251,12.389289649732582,2.962418475929233,4.323428821245518,-1.1157116295789273,11.104383356126112,3.2891013687336006,61,60,1,98.36065573770492,338.32819299861546,-16.661764664441435,1474.072452754607,-16.661764664441435,1218.3398330693835,14.754098360655737,37,71,52.112676056338024,6.14427663727406,-0.47203790094678677,0.9960118886643469,,2.757870776684895,16
30,0.1,0.14,0.9,0.2,15,20,20000,40120.5298152525,20120.5298152525,100.60264907626251,12.389289649732582,2.962418475929233,4.323428821245518,-1.1157116295789273,11.104383356126112,3.2891013687336006,61,60,1,98.36065573770492,338.32819299861546,-16.661764664441435,1474.072452754607,-16.661764664441435,1218.3398330693835,14.754098360655737,37,71,52.112676056338024,6.14427663727406,-0.47203790094678677,0.9960118886643469,,2.771597196556503,20
30,0.11,0.15,0.9,0.2,11,15,20000,43015.68083117944,23015.680831179438,115.07840415589719,13.710838189266973,2.949485125738489,3.9081323830848445,-0.9476147475377412,14.468789373416652,3.7052336823578433,40,40,0,100.0,578.0895207794849,0.0,2750.526319958873,0.0,inf,17.725,32,71,45.07042253521127,12.188547046694431,-0.18661563245373491,1.1040863034340125,,2.7580466359916467,27
30,0.11,0.15,0.9,0.1,11,20,20000,43015.68083117944,23015.680831179438,115.07840415589719,13.710838189266973,2.949485125738489,3.9081323830848445,-0.9476147475377412,14.468789373416652,3.7052336823578433,40,40,0,100.0,578.0895207794849,0.0,2750.526319958873,0.0,inf,17.725,32,71,45.07042253521127,12.188547046694431,-0.18661563245373491,1.1040863034340125,,2.7665832925297793,19
30,0.11,0.15,0.9,0.2,11,20,20000,43015.68083117944,23015.680831179438,115.07840415589719,13.710838189266973,2.949485125738489,3.9081323830848445,-0.9476147475377412,14.468789373416652,3.7052336823578433,40,40,0,100.0,578.0895207794849,0.0,2750.526319958873,0.0,inf,17.725,32,71,45.07042253521127,12.188547046694431,-0.18661563245373491,1.1040863034340125,,2.78160461470734,26
30,0.11,0.15,0.9,0.30000000000000004,13,15,20000,43015.68083117944,23015.680831179438,115.07840415589719,13.710838189266973,2.949485125738489,3.9081323830848445,-0.9476147475377412,14.468789373416652,3.7052336823578433,40,40,0,100.0,578.0895207794849,0.0,2750.526319958873,0.0,inf,17.725,32,71,45.07042253521127,12.188547046694431,-0.18661563245373491,1.1040863034340125,,2.8217138316926342,23
30,0.11,0.15,0.9,0.30000000000000004,13,20,20000,43015.68083117944,23015.680831179438,115.07840415589719,13.710838189266973,2.949485125738489,3.9081323830848445,-0.9476147475377412,14.468789373416652,3.7052336823578433,40,40,0,100.0,578.0895207794849,0.0,2750.526319958873,0.0,inf,17.725,32,71,45.07042253521127,12.188547046694431,-0.18661563245373491,1.1040863034340125,,2.82780428142364,23
30,0.11,0.15,0.9,0.30000000000000004,15,20,20000,41101.1028784457,21101.1028784457,105.5055143922285,12.84553125995429,2.9480834898413004,4.5448930650436035,-0.7298176539024415,17.601014707259218,3.444449161925134,43,42,1,97.67441860465115,505.2316213756184,-2.9252193303271867,1833.6842133059154,-2.9252193303271867,7254.06395266865,15.348837209302326,32,71,45.07042253521127,9.972505243516983,-0.18345659116715263,1.0347454314693378,,2.7404119635858075,21
40,0.1,0.13,0.6000000000000001,0.30000000000000004,11,15,20000,40638.78361684427,20638.783616844266,103.19391808422134,12.6315648995039,2.9429895874758856,3.4898523251684392,-1.322322103735053,9.552562771071111,3.3850410588004616,75,74,1,98.66666666666667,282.317191292637,-0.4885388108922193,1595.6544796964113,-0.4885388108922193,42763.17805232506,13.386666666666667,42,71,59.154929577464785,5.588226261830309,-0.15634496011591725,1.0095906704096158,,2.4519648223426844,14
30,0.11,0.15,0.9,0.2,9,15,20000,41362.52095317758,21362.520953177584,106.81260476588793,12.965633367577478,2.937970228511789,3.763141248182514,-0.9476147475377412,13.682388756894149,3.4931389802268753,39,39,0,100.0,550.3236141840399,0.0,2747.932343698766,0.0,inf,16.94871794871795,32,71,45.07042253521127,12.188547046694431,-0.18661563245373491,1.0465096092250434,,2.7160629653643946,22
30,0.1,0.15,0.9,0.4,15,15,20000,43443.79636199215,23443.79636199215,117.21898180996075,13.899931097931084,2.932088669801222,5.280645885875789,-0.5819325275970706,23.885812252714253,3.784877812275198,56,55,1,98.21428571428571,428.8567560240446,-2.9252193303271867,2750.526319958873,-2.9252193303271867,8063.368560703524,14.875,37,71,52.112676056338024,9.661678180475942,-0.17774870594599035,1.1153606540898033,,2.8337382893182435,14
30,0.1,0.15,0.9,0.5,15,20,20000,43443.79636199215,23443.79636199215,117.21898180996075,13.899931097931084,2.932088669801222,5.280645885875789,-0.5819325275970706,23.885812252714253,3.784877812275198,56,55,1,98.21428571428571,428.8567560240446,-2.9252193303271867,2750.526319958873,-2.9252193303271867,8063.368560703524,14.875,37,71,52.112676056338024,9.661678180475942,-0.17774870594599035,1.1153606540898033,,2.723978178510862,8
30,0.1,0.15,0.9,0.2,15,20,20000,43443.79636199215,23443.79636199215,117.21898180996075,13.899931097931084,2.932088669801222,5.280645885875789,-0.5819325275970706,23.885812252714253,3.784877812275198,56,55,1,98.21428571428571,428.8567560240446,-2.9252193303271867,2750.526319958873,-2.9252193303271867,8063.368560703524,14.875,37,71,52.112676056338024,9.661678180475942,-0.17774870594599035,1.1153606540898033,,2.8128064390090968,18
40,0.1,0.13,0.6000000000000001,0.4,17,15,20000,40257.040394405805,20257.040394405805,101.28520197202901,12.453357645715556,2.924769773440241,3.5625991159501327,-1.322322103735053,9.417794356261304,3.3515414397439756,72,71,1,98.61111111111111,288.7961821579817,-0.4885388108922193,1595.6544796964113,-0.4885388108922193,41971.1361227765,13.222222222222221,42,71,59.154929577464785,5.588226261830309,-0.15730602341031963,0.996054441543109,,2.521861016719829,22
40,0.1,0.13,0.6000000000000001,0.2,17,10,20000,40257.040394405805,20257.040394405805,101.28520197202901,12.453357645715556,2.924769773440241,3.5625991159501327,-1.322322103735053,9.417794356261304,3.3515414397439756,72,71,1,98.61111111111111,288.7961821579817,-0.4885388108922193,1595.6544796964113,-0.4885388108922193,41971.1361227765,13.222222222222221,42,71,59.154929577464785,5.588226261830309,-0.15730602341031963,0.996054441543109,,2.555056674103462,46
40,0.1,0.13,0.6000000000000001,0.1,19,10,20000,40257.040394405805,20257.040394405805,101.28520197202901,12.453357645715556,2.924769773440241,3.5625991159501327,-1.322322103735053,9.417794356261304,3.3515414397439756,72,71,1,98.61111111111111,288.7961821579817,-0.4885388108922193,1595.6544796964113,-0.4885388108922193,41971.1361227765,13.222222222222221,42,71,59.154929577464785,5.588226261830309,-0.15730602341031963,0.996054441543109,,2.5498101459325277,26
30,0.11,0.15,0.6000000000000001,0.4,5,20,20000,40568.39782736866,20568.39782736866,102.84198913684331,12.598812115086844,2.9165993913381603,4.149920295809485,-0.7431837854449498,16.95248518849727,3.406083354358829,54,54,0,100.0,383.49625606238226,0.0,1771.2957401188676,0.0,inf,11.796296296296296,32,71,45.07042253521127,9.925863855535045,-0.18669493062897224,1.0160289579223887,,2.5071472167297233,5
30,0.11,0.15,0.6000000000000001,0.6,7,20,20000,40568.39782736866,20568.39782736866,102.84198913684331,12.598812115086844,2.9165993913381603,4.149920295809485,-0.7431837854449498,16.95248518849727,3.406083354358829,54,54,0,100.0,383.49625606238226,0.0,1771.2957401188676,0.0,inf,11.796296296296296,32,71,45.07042253521127,9.925863855535045,-0.18669493062897224,1.0160289579223887,,2.489496144746208,5
30,0.11,0.15,0.6000000000000001,0.5,7,15,20000,40568.39782736866,20568.39782736866,102.84198913684331,12.598812115086844,2.9165993913381603,4.149920295809485,-0.7431837854449498,16.95248518849727,3.406083354358829,54,54,0,100.0,383.49625606238226,0.0,1771.2957401188676,0.0,inf,11.796296296296296,32,71,45.07042253521127,9.925863855535045,-0.18669493062897224,1.0160289579223887,,2.5101627165990403,8
30,0.11,0.13,0.9,0.4,11,20,20000,34918.14377635298,14918.143776352983,74.59071888176491,9.800776948688107,2.9094767853903334,3.503380038083572,-0.8432038880929785,11.623258724356585,2.5398707635475115,50,50,0,100.0,301.30087552705936,0.0,835.6446530208508,0.0,inf,16.48,33,71,46.478873239436616,4.491096651825033,-0.11507263086842912,0.7938991133767254,,2.4312575408591273,5
30,0.11,0.13,0.8,0.2,9,20,20000,34782.99235901208,14782.992359012082,73.9149617950604,9.729359220482682,2.899632025238458,3.1401252512186857,-0.8462009446542231,11.497693641146096,2.5259135127937697,52,52,0,100.0,287.46331459638617,0.0,808.2418268358397,0.0,inf,14.288461538461538,33,71,46.478873239436616,3.4942913248401597,-0.11548315792229147,0.7879909141555682,,2.652734758607063,30
30,0.11,0.13,0.8,0.1,5,20,20000,34782.99235901208,14782.992359012082,73.9149617950604,9.729359220482682,2.899632025238458,3.1401252512186857,-0.8462009446542231,11.497693641146096,2.5259135127937697,52,52,0,100.0,287.46331459638617,0.0,808.2418268358397,0.0,inf,14.288461538461538,33,71,46.478873239436616,3.4942913248401597,-0.11548315792229147,0.7879909141555682,,2.631839463421539,18
