dte,short_delta,long_delta,profit_target,stop_loss,dte_min,iv_percentile,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,avg_days_in_trade
45,0.6,0.30000000000000004,0.1,0.75,21,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.02600000000000364,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454365,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.7,4.0,13,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.6,3.5,8,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.6,3.0,10,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.55,2.5,5,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.7,4.5,9,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.7,3.5,14,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.30000000000000004,0.2,0.75,23,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.02600000000000364,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454365,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.7,3.5,10,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.45,4.0,11,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.45,4.5,8,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.65,4.5,13,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.6,2.5,17,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.55,3.5,7,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.65,4.5,14,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.7,4.5,11,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.55,3.0,12,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.3,0.55,4.0,7,100,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.0260000000000036,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,2,10,20.0,9.763888646454363,0.0,1.5573559158316264,1.0
45,0.6,0.25,0.45,3.5,12,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.6,3.0,8,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.6,4.0,9,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,3.0,12,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.6,3.5,15,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.55,3.5,11,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,4.5,11,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.55,4.0,6,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,2.5,5,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,3.5,10,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,4.5,17,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.55,3.5,6,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.55,3.0,2,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,4.0,17,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,4.0,19,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.65,3.0,10,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,2.0,3,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.5,4.0,5,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.5,3.5,6,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.7,3.5,14,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.45,4.0,7,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.45,4.0,3,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.5,3.0,13,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.6,3.0,17,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.6,3.5,11,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.55,3.0,9,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.25,0.55,4.5,7,100,10000,11667.385063085776,1667.385063085776,16.67385063085776,19.612264838161583,1.6297365265773929,868.9882882090726,-0.0260000000000036,754.3178783907246,10.11740147363577,3,3,0,100.0,558.3950210285929,0.0,670.6721130249792,0.0,inf,2,10,20.0,9.993129500607978,0.0,1.6066891707921904,1.0
45,0.6,0.2,0.55,4.0,9,100,10000,11670.124278316873,1670.124278316871,16.70124278316871,19.64487683333269,1.628746961371294,870.809454242029,-0.0260000000000036,755.5721858973054,10.141784733740725,3,3,0,100.0,559.308092772291,0.0,674.1291951848787,0.0,inf,2,10,20.0,9.985950831319922,0.0,1.60915415009389,1.0
45,0.6,0.2,0.55,4.0,5,100,10000,11670.124278316873,1670.124278316871,16.70124278316871,19.64487683333269,1.628746961371294,870.809454242029,-0.0260000000000036,755.5721858973054,10.141784733740725,3,3,0,100.0,559.308092772291,0.0,674.1291951848787,0.0,inf,2,10,20.0,9.985950831319922,0.0,1.60915415009389,1.0
45,0.6,0.2,0.6,5.0,13,100,10000,11670.124278316873,1670.124278316871,16.70124278316871,19.64487683333269,1.628746961371294,870.809454242029,-0.0260000000000036,755.5721858973054,10.141784733740725,3,3,0,100.0,559.308092772291,0.0,674.1291951848787,0.0,inf,2,10,20.0,9.985950831319922,0.0,1.60915415009389,1.0
45,0.6,0.2,0.7,3.5,12,100,10000,11670.124278316873,1670.124278316871,16.70124278316871,19.64487683333269,1.628746961371294,870.809454242029,-0.0260000000000036,755.5721858973054,10.141784733740725,3,3,0,100.0,559.308092772291,0.0,674.1291951848787,0.0,inf,2,10,20.0,9.985950831319922,0.0,1.60915415009389,1.0
45,0.6,0.2,0.7,3.5,15,100,10000,11670.124278316873,1670.124278316871,16.70124278316871,19.64487683333269,1.628746961371294,870.809454242029,-0.0260000000000036,755.5721858973054,10.141784733740725,3,3,0,100.0,559.308092772291,0.0,674.1291951848787,0.0,inf,2,10,20.0,9.985950831319922,0.0,1.60915415009389,1.0
45,0.6,0.2,0.6,4.5,10,100,10000,11670.124278316873,1670.124278316871,16.70124278316871,19.64487683333269,1.628746961371294,870.809454242029,-0.0260000000000036,755.5721858973054,10.141784733740725,3,3,0,100.0,559.308092772291,0.0,674.1291951848787,0.0,inf,2,10,20.0,9.985950831319922,0.0,1.60915415009389,1.0
45,0.6,0.15,0.6,3.0,8,100,10000,11671.543526804977,1671.543526804975,16.71543526804975,19.661774320774896,1.628708058168124,871.263617665071,-0.0260000000000036,756.222089260467,10.151299170834502,3,3,0,100.0,559.7811756016591,0.0,675.1735783761901,0.0,inf,2,10,20.0,9.98969948428785,0.0,1.6104577345848583,1.0
45,0.6,0.15000000000000002,0.4,1.0,14,100,10000,11671.543526804975,1671.543526804975,16.71543526804975,19.661774320774896,1.628708058168124,871.263617665071,-0.02600000000000364,756.222089260467,10.151299170834502,3,3,0,100.0,559.7811756016591,0.0,675.1735783761901,0.0,inf,2,10,20.0,9.98969948428785,0.0,1.6104577345848583,1.0
45,0.6,0.15,0.55,5.0,8,100,10000,11671.543526804977,1671.543526804975,16.71543526804975,19.661774320774896,1.628708058168124,871.263617665071,-0.0260000000000036,756.222089260467,10.151299170834502,3,3,0,100.0,559.7811756016591,0.0,675.1735783761901,0.0,inf,2,10,20.0,9.98969948428785,0.0,1.6104577345848583,1.0
45,0.6,0.15,0.55,3.5,7,100,10000,11671.543526804977,1671.543526804975,16.71543526804975,19.661774320774896,1.628708058168124,871.263617665071,-0.0260000000000036,756.222089260467,10.151299170834502,3,3,0,100.0,559.7811756016591,0.0,675.1735783761901,0.0,inf,2,10,20.0,9.98969948428785,0.0,1.6104577345848583,1.0
45,0.6,0.15,0.6,3.5,11,100,10000,11671.543526804977,1671.543526804975,16.71543526804975,19.661774320774896,1.628708058168124,871.263617665071,-0.0260000000000036,756.222089260467,10.151299170834502,3,3,0,100.0,559.7811756016591,0.0,675.1735783761901,0.0,inf,2,10,20.0,9.98969948428785,0.0,1.6104577345848583,1.0
45,0.6,0.1,0.3,3.0,3,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.0260000000000036,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.1,0.7,2.5,9,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.0260000000000036,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.1,0.30000000000000004,1.0,19,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.02600000000000364,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.1,0.55,3.0,7,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.0260000000000036,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.1,0.5,3.0,5,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.0260000000000036,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.1,0.7,3.0,10,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.0260000000000036,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.1,0.65,2.0,6,100,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.0260000000000036,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,2,10,20.0,9.98964722170863,0.0,1.6104924051221368,1.0
45,0.6,0.35,0.55,4.5,5,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.55,3.5,9,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.7,3.0,15,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.6,2.5,17,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.6,3.0,10,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.5,4.0,8,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.65,5.0,12,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
45,0.6,0.35,0.55,4.5,16,100,10000,11501.504205221068,1501.5042052210683,15.015042052210685,17.63966482245023,1.623373867094199,835.5750455519554,-0.0260000000000036,678.4486470172214,9.068919021538887,3,3,0,100.0,503.1014017403572,0.0,578.1881670710998,0.0,inf,2,10,20.0,9.259160381499695,0.0,1.4527260237487247,1.0
